grade,sqft_above,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_basement,yr_built,zipcode
7,1230,305000,4,2.75,2030,8600,1,800,1977,98042
8,2060,815000,4,1.5,2060,16110,1,0,1949,98004
9,1800,1.02E+06,3,2.5,2920,34527,1,1120,1954,98116
9,2330,1.24E+06,4,3,3330,6990,1.5,1000,1928,98144
9,2110,535000,3,2.5,2110,8164,2,0,1990,98056
6,1175,775000,3,1,1175,10454,1,0,1949,98004
7,1590,255000,3,2,1590,8670,1,0,1994,98042
7,1070,327000,2,1,1070,9750,1,0,1947,98155
8,2240,560000,4,2,2720,8819,2,480,1976,98003
9,2980,1.34E+06,4,3.5,2980,6349,2,0,1998,98033
7,1160,199500,3,1.75,1160,5200,1,0,1977,98042
9,3580,760000,4,2.5,3580,97574,2,0,2004,98038
8,1980,439000,3,2.25,3020,6000,3,1040,1994,98108
7,1410,527000,4,2.25,2380,5250,1,970,1961,98008
6,1300,199950,3,2.75,2270,13590,1.5,970,1948,98022
7,1660,254000,3,2.25,1660,8188,2,0,1988,98042
7,830,393000,2,1,830,5000,1,0,1921,98103
8,1860,585000,5,2.25,2480,12614,1,620,1979,98011
7,1150,450000,2,2,1900,7740,1,750,1923,98126
9,1670,565000,2,1.75,1670,4008,1,0,2005,98029
7,1300,330000,5,2.25,2000,7900,1,700,1986,98188
9,2320,870000,3,2,2320,65340,1.5,0,1992,98074
8,1460,585000,4,2.5,1860,8117,1,400,1966,98008
9,2110,500000,3,2.5,2110,208737,2,0,1977,98092
7,1150,225000,3,2,1400,7384,1,250,1979,98058
7,1150,295000,3,2,1400,7384,1,250,1979,98058
9,1920,775000,3,2.75,2850,14800,1,930,1976,98006
7,1370,280000,3,1,1370,11050,1,0,1981,98045
7,1280,539000,3,2.5,2170,3200,1.5,890,1923,98103
8,2570,567500,3,1.75,2570,14033,1,0,1953,98166
8,1310,442500,4,2.25,1970,7902,1,660,1960,98125
8,2980,598200,5,3.75,2980,4635,3,0,1997,98118
8,2300,610000,4,2.5,2300,10843,2,0,1955,98033
8,1990,544900,3,2.5,1990,4936,2,0,2004,98075
8,2390,557500,4,2.5,2390,38258,2,0,2001,98072
7,1430,532500,3,2.5,2160,7500,1,730,1979,98074
10,3300,1.35E+06,4,3.25,3300,15907,2,0,1985,98040
7,1040,750000,3,2,1840,2825,1,800,1920,98112
8,2030,530000,3,2.5,2030,10958,2,0,1983,98052
7,1400,346100,3,2.5,1400,2036,2,0,2003,98136
9,2320,260000,4,2.25,2320,16800,2,0,1977,98092
7,1410,365000,3,1.75,1410,9150,1,0,1959,98006
7,930,615000,3,2,1860,42800,1,930,1983,98075
7,1820,318400,4,2.5,1820,6916,2,0,1994,98038
8,1910,498500,4,2.5,1910,7172,2,0,1993,98155
7,1540,450000,3,1.75,1540,7490,1,0,1971,98034
7,1430,200000,3,2,1430,7905,1,0,1988,98092
7,1010,234000,3,1,1010,8906,1,0,1968,98042
5,940,121800,2,1,940,8384,1,0,1947,98146
8,1600,805000,3,2.75,2600,5875,1.5,1000,1929,98116
8,1220,410000,4,2.25,2060,7283,1,840,1963,98155
8,1920,475000,3,2.5,1920,4534,2,0,1986,98034
11,2900,1.34E+06,4,2.5,2900,21074,2,0,1986,98199
7,1020,269000,1,1,1020,7920,1,0,1947,98106
8,2150,573000,4,2.25,2150,9520,2,0,1979,98052
7,1660,330000,3,2.5,1660,2890,2,0,2001,98108
7,1230,252750,4,1,1230,7410,1.5,0,1944,98166
8,2170,745000,2,2.5,2170,7546,1,0,2007,98053
7,1280,280000,3,2,1280,7633,1,0,1991,98038
8,1380,535000,4,2.5,2240,6920,1,860,1974,98146
7,1320,580000,4,1.5,1780,5100,1,460,1953,98115
7,1220,301000,3,1.75,1840,7200,1,620,1968,98055
7,1740,600000,4,1.75,1740,7700,1,0,1968,98008
9,3040,538900,5,3,3040,6604,2,0,2005,98106
8,2370,366000,3,2.5,2370,4375,2,0,2006,98038
8,2100,303000,4,2.5,2100,6783,2,0,2003,98042
8,1090,432000,3,2.25,1470,1578,2,380,2007,98136
6,820,300000,2,1.5,1300,6120,1,480,1945,98146
8,2430,908800,3,3,3420,7826,2,990,1939,98144
7,970,500000,3,1.5,1190,4750,1,220,1940,98107
7,1740,254000,5,2,2080,16117,1,340,1959,98001
7,1340,470000,5,1.5,2180,4268,1.5,840,1924,98117
7,1460,480000,3,2,1460,7860,1,0,1967,98008
7,1150,536000,3,1.75,1530,8503,1,380,1983,98033
11,3640,1.35E+06,4,3.5,4740,8611,2,1100,2006,98027
8,1980,550000,3,2.25,1980,40887,1,0,1980,98052
7,1240,260000,3,1.75,1710,6400,1,470,1976,98023
7,890,284900,2,1.5,1160,982,2,270,2006,98155
9,1530,740000,3,2.5,2200,3000,2,670,2002,98109
7,1030,425000,2,1,1170,5000,1,140,1920,98136
7,1120,230000,3,1,1120,7500,1,0,1965,98146
8,1710,675000,3,1.5,1710,4000,2,0,1926,98116
7,1650,267500,3,1.75,1650,7807,1,0,1986,98030
8,1420,814000,4,2.5,2840,8820,1,1420,1952,98118
9,3310,1.25E+06,4,3,3310,217800,1.5,0,1989,98053
7,1320,460000,3,2,1860,7232,1,540,1985,98125
8,2250,445000,3,2.5,2250,9608,2,0,1994,98045
8,2890,715000,3,2.5,2890,7027,2,0,2004,98074
7,1060,425000,3,1.75,2120,5992,1,1060,1947,98125
8,2130,370000,4,2.5,2130,4750,2,0,2009,98058
6,780,302000,2,1.75,1170,8200,1,390,1937,98003
7,1060,453000,4,1.75,2120,7420,1,1060,1956,98008
7,1280,290000,3,1.75,1280,10716,1,0,1969,98059
10,3170,1.04E+06,4,2.5,3170,47502,2,0,1988,98033
9,2260,925000,4,2.25,2260,41984,1,0,1967,98033
9,2030,600000,3,1.75,2930,19876,1,900,1993,98072
7,1060,354000,3,1.5,1060,5750,1,0,1981,98126
7,1180,204950,4,1.75,1740,9344,1,560,1978,98023
8,2990,675000,4,2.5,2990,5400,2,0,2005,98074
11,3530,995000,4,3.25,3530,20012,2,0,1986,98052
7,1500,800000,5,2,2960,10960,1,1460,1957,98005
8,1650,472500,3,2.5,1650,3711,2,0,1996,98052
8,1510,549950,4,2.5,2720,13500,1,1210,1969,98007
7,998,575575,3,1.75,1516,2897,1,518,1925,98103
10,2356,545000,4,3.25,4386,12275,1,2030,2006,98092
7,1630,340000,3,2.25,2580,7434,1,950,1963,98133
6,960,225000,3,1,960,5512,1,0,1963,98056
7,1460,299950,2,1.75,1460,10506,1,0,1983,98031
8,2640,829900,4,3.5,3840,4000,2,1200,2001,98105
7,2090,340000,4,2.5,2090,4200,2,0,2007,98038
8,1470,515000,4,2.25,2470,7800,1,1000,1975,98052
8,2090,601000,4,2.5,2090,6906,2,0,1992,98029
8,2070,470000,3,2.5,2070,8581,2,0,1994,98059
7,980,371500,3,1,1650,6400,1,670,1954,98106
8,1410,550000,3,1.75,1880,45738,1,470,1980,98072
8,2060,242550,4,2.5,2060,7720,2,0,1995,98023
8,1410,367500,3,1.5,1410,9647,1,0,1961,98177
8,2100,359000,4,3.5,2770,8763,2,670,1996,98003
7,1390,204900,3,2,1390,8245,1,0,1984,98001
9,2720,850000,4,2.75,5440,239580,1,2720,1969,98001
6,1280,187000,3,1.5,1280,4452,2,0,1985,98002
7,1720,326000,3,2.75,1720,28000,1,0,1958,98058
7,1720,340000,3,2.75,1720,28000,1,0,1958,98058
8,1890,330000,6,2.25,3040,28535,1,1150,1951,98030
9,3110,782000,4,3.5,3780,7769,2,670,2001,98052
8,2670,612000,4,2.5,2670,5974,2,0,1999,98034
7,1350,400000,3,2,1350,7216,1,0,1964,98177
9,2460,941500,5,3.5,3490,9680,2,1030,1980,98177
8,800,313000,2,1.5,870,747,2,70,2004,98103
7,1460,735000,4,2.25,2410,4250,1.5,950,1929,98117
8,1340,471000,3,1.75,1640,10123,1,300,1977,98011
7,1540,350000,3,1,1540,9800,1,0,1950,98155
8,1570,530000,4,2.5,2370,9601,1,800,1976,98027
7,1830,415000,4,3,1830,9548,2,0,1991,98028
8,2330,639500,4,2.25,2330,8994,2,0,1986,98052
8,2240,580379,4,2.75,2240,27820,1.5,0,1976,98075
8,1700,378000,2,2.5,1700,2513,2,0,2009,98065
7,1410,265000,3,2.25,1750,9298,1,340,1969,98058
6,1100,212000,3,1.75,1100,9750,1,0,1967,98023
8,2320,400000,4,3,2320,13068,2,0,1998,98198
8,2540,750000,4,2.5,2540,6491,2,0,1997,98008
8,1750,384900,5,2.5,3090,12750,1,1340,1968,98023
6,770,176000,2,1,770,5200,1,0,1969,98042
7,2370,350000,3,2.75,2370,4632,2,0,2002,98038
6,1200,168000,3,1,1200,7210,1,0,1977,98030
7,1100,358000,4,2,2200,3060,1,1100,1908,98118
8,2660,580000,3,2.75,2660,32757,1,0,1975,98077
7,1050,442500,3,1.75,1600,10280,1,550,1977,98034
8,1330,515000,2,2.5,1330,1249,3,0,2004,98105
8,1720,554000,5,2.5,3440,12900,1,1720,1958,98166
9,2510,659000,3,2.5,2510,6320,2,0,1996,98075
7,1090,414999,4,2.5,2150,10098,1,1060,1963,98034
6,1180,275000,3,1.5,1180,10277,1,0,1983,98045
5,680,193000,2,1,680,8640,1,0,1951,98188
9,2840,525000,4,2.5,2840,4750,2,0,2002,98058
8,1820,424000,3,2.5,1820,7500,2,0,1985,98052
6,870,455000,2,1,1070,5150,1,200,1908,98117
7,1250,463000,2,1,1250,5650,2,0,1943,98126
7,1240,1.10E+06,4,2.5,2190,6300,1,950,1960,98033
8,1900,523000,3,1.75,3000,5413,2,1100,1963,98115
8,2270,615000,4,1.75,2270,9830,1,0,1959,98005
12,4500,1.52E+06,4,4,4500,11795,2,0,1991,98027
8,2320,870000,5,4,3400,5000,2,1080,1900,98107
10,2830,710000,3,2.5,2830,9680,2,0,1991,98074
7,960,215000,3,1,960,9563,1,0,1967,98023
7,1530,590000,2,1,1530,6450,1,0,1920,98117
7,1300,323000,5,2.5,2500,13034,1,1200,1962,98092
7,1560,279000,4,2,1560,7569,1.5,0,1966,98058
8,1720,535100,3,2.25,2070,7207,1,350,1973,98177
9,1910,830000,5,2.25,2710,19800,1,800,1959,98005
9,3150,815000,4,2.5,3150,4203,2,0,2002,98033
8,1480,535900,3,2.25,1880,10880,1,400,1975,98008
7,1250,230000,3,1,1250,8800,1,0,1955,98146
7,1490,325500,4,1.75,2290,8142,1,800,1969,98055
7,1990,359000,3,2.25,1990,4331,2,0,1997,98056
8,2100,505000,3,2.5,2100,5824,2,0,1999,98065
7,940,253905,3,1,940,8400,1,0,1958,98056
8,1200,369950,3,1.75,1640,4860,1,440,1965,98125
7,1860,350000,3,2.25,1860,8378,2,0,1995,98038
8,2100,650000,4,2.25,2100,2500,3,0,2001,98115
6,1500,295000,3,1.75,1500,15246,1,0,1925,98070
8,1180,620000,3,1.75,1680,28046,1,500,1948,98177
12,3900,2.00E+06,2,2.5,3900,920423,2,0,2009,98065
6,1400,246000,3,1,1400,7410,1,0,1944,98166
7,1350,430000,3,2.75,2600,12860,1,1250,1965,98014
6,1440,509990,3,2,1440,4859,2,0,1921,98118
7,1090,490000,4,1.75,1870,9500,1,780,1962,98033
8,2360,385000,4,2.75,2960,10454,1,600,1979,98198
9,2440,769000,4,2.5,2440,6733,2,0,1999,98074
6,1122,185000,2,1,1122,9100,1,0,1960,98023
7,1060,303500,3,1.5,1060,10464,1,0,1973,98034
8,1430,468000,4,2.5,2150,8165,1,720,1957,98177
9,3100,449950,4,2.5,3100,10000,2,0,1978,98042
7,880,235000,2,1.5,880,1805,2,0,1999,98133
9,2150,520000,4,2.5,2490,34947,2,340,1985,98027
6,1080,203000,2,1,1080,9067,1,0,1951,98168
7,1290,657000,5,2.5,2530,10190,1,1240,1960,98008
7,1200,275000,3,1,1200,7800,1,0,1954,98126
9,2850,540000,4,2.25,2850,7453,2,0,1991,98072
7,2950,455000,4,2.5,2950,4502,2,0,2005,98059
7,860,458500,2,1.75,1160,6828,1,300,1941,98115
10,3420,549900,4,3.5,3420,4751,2,0,2003,98055
8,1550,750000,3,1.75,2240,10578,2,690,1923,98115
7,1180,235000,4,1.75,1450,8891,1.5,270,1962,98168
7,1820,286000,4,2.5,1820,7930,2,0,1989,98038
11,3500,2.65E+06,4,3.5,4700,13730,2,1200,1958,98033
7,1580,602000,4,1.75,2430,14000,1,850,1963,98052
7,1960,640000,3,1.5,1960,4080,1.5,0,1915,98115
8,1440,267000,3,1.75,1440,10920,1,0,1977,98030
8,2730,712000,4,2.5,2730,4385,2,0,2001,98075
5,910,244500,2,1,910,9000,1,0,1923,98065
5,910,301000,2,1,910,9000,1,0,1923,98065
8,2020,990000,4,2.5,2430,6325,2,410,1919,98109
10,3350,739999,4,2.75,3350,6500,2,0,1999,98075
7,1140,480000,4,1.75,2320,4322,1,1180,1910,98144
8,1260,305000,3,2.5,1260,1622,3,0,2009,98133
8,1590,703300,3,2,1980,3525,1.5,390,1932,98117
7,1580,265000,4,1.5,1580,8468,2,0,1971,98001
9,2710,600000,4,2.5,2710,35009,2,0,1992,98045
7,1400,253000,3,1,1400,9750,1,0,1968,98198
8,2410,617950,4,2.5,2410,7950,2,0,1997,98034
7,1100,385000,4,3.25,1790,2460,2,690,2000,98106
7,1060,319000,3,2,1640,9234,1,580,1967,98118
7,1170,696000,3,2.5,1670,8023,1,500,1960,98008
6,970,345000,2,1,970,5750,1,0,1932,98126
7,1610,380000,3,2.5,1610,1778,3,0,2002,98115
8,1160,647500,4,1.75,2060,26036,1,900,1947,98166
9,3570,725000,3,2.5,3570,35271,2,0,1997,98027
7,1400,269950,3,1.75,1400,7735,1,0,1989,98038
10,3470,875000,4,2.5,3470,32109,2,0,1995,98077
7,1210,299950,3,1,1210,9525,1,0,1955,98106
10,3930,1.88E+06,4,3.25,3930,10929,2,0,2006,98004
7,990,430000,2,1,990,4802,1,0,1947,98117
8,2200,495000,5,2.5,2200,4942,2,0,1989,98029
7,1510,275000,3,1.5,1510,16200,1,0,1970,98031
7,1120,333000,3,1,1620,5040,1,500,1964,98118
7,1580,247000,3,2.25,1580,7941,2,0,1986,98023
7,1260,204555,3,1.75,1260,15000,1.5,0,1983,98092
9,2190,432000,3,2,2190,13673,1,0,1994,98042
7,1230,175000,3,1.75,1230,13056,1,0,1962,98001
7,1400,556300,4,2.5,2030,7140,1,630,1968,98008
5,780,286000,2,1,780,3475,1,0,1930,98045
8,1110,320000,2,1.5,1110,1200,3,0,2000,98103
9,2790,815000,3,2.5,2790,53143,2,0,1991,98077
7,1000,385000,4,1.75,1660,10757,1,660,1980,98056
8,2190,1.04E+06,4,1,3410,5000,2,1220,1910,98144
8,2390,350000,4,2.25,2390,13002,2,0,1987,98023
8,1850,277000,4,2.5,1850,5880,2,0,1998,98092
8,1250,415000,6,2,2500,5200,1,1250,1966,98118
6,1000,295000,3,1,1000,8320,1,0,1951,98155
8,2200,969000,4,2,2450,5000,2,250,1919,98116
6,720,339888,4,1.75,1440,6144,1,720,1947,98106
7,1660,269950,3,2.25,1660,7003,2,0,1996,98030
10,2510,1.19E+06,3,2.5,2510,4600,2,0,2006,98034
10,3090,780000,4,2.5,3090,12511,2,0,1998,98075
6,860,198000,3,1,860,5185,1,0,1968,98042
7,1220,350000,2,1,1220,28703,1,0,1953,98056
7,1010,350000,3,1,1010,7680,1,0,1967,98034
8,2390,319000,4,2.25,2390,7350,2,0,1990,98023
8,3340,311000,4,2.25,3340,8000,2,0,1973,98023
8,2790,394000,5,3.25,3620,4650,2,830,2004,98038
9,2910,1.34E+06,5,2.25,4200,5800,2.5,1290,1906,98112
9,3831,2.70E+06,5,2.75,3831,13800,2,0,1959,98040
7,1080,396000,3,1,1980,9540,1,900,1949,98133
8,1340,809000,4,1.75,1790,8372,1,450,1976,98033
7,1050,480000,3,2,1580,7400,1,530,1977,98052
7,1230,535000,6,1.75,2460,6000,1,1230,1913,98115
7,1870,425000,5,2.75,2110,5120,2,240,1947,98106
8,1470,408000,3,2.5,1470,1204,3,0,2006,98117
10,3510,1.26E+06,4,2.5,3510,13100,2,0,1966,98040
6,520,310000,1,0.75,520,2885,1,0,1947,98117
8,1950,292000,3,2.5,1950,7421,2,0,1996,98038
6,770,217000,2,1,770,9715,1,0,1942,98168
8,2250,398500,4,2.5,2250,6064,2,0,2005,98056
9,3340,2.25E+06,3,3,4040,7200,1.5,700,1930,98112
7,1280,700000,4,1.75,2360,6000,1,1080,1955,98109
9,2330,585000,4,2.5,2330,45860,2,0,1989,98075
7,1720,399950,3,1,1720,8910,1,0,1954,98155
6,950,235000,3,1.75,1900,8540,1,950,1980,98168
6,1040,212000,3,1,1040,6800,1,0,1951,98178
8,1220,310000,3,2,2070,9195,1,850,1982,98074
8,1220,539000,3,2,2070,9195,1,850,1982,98074
8,1280,390000,3,3,1550,1608,2,270,2001,98122
9,2020,560000,3,2.5,2020,11935,1,0,1976,98052
9,3320,800000,5,2.5,3320,9024,2,0,1999,98075
11,4130,1.90E+06,4,3.25,4130,112521,2,0,1978,98005
7,1110,472000,5,2,2030,9804,1,920,1963,98008
7,1170,502550,3,1.75,1770,7875,1,600,1958,98008
9,3330,830000,4,3.25,3330,7809,2,0,2004,98075
7,1520,224950,4,2.5,2260,9686,1,740,1965,98002
8,1950,375000,3,2.5,1950,6871,2,0,1997,98155
9,2930,645000,3,2.5,2930,19900,1.5,0,1983,98077
7,1410,599000,3,2.75,1960,2500,1.5,550,1926,98103
9,2980,515000,4,2.5,2980,12534,2,0,1996,98031
5,780,135000,2,1,780,6685,1,0,1948,98002
8,1650,485000,3,2.5,1650,4218,2,0,2000,98075
9,2800,890000,3,3.25,4030,12765,2,1230,1975,98005
7,1010,215000,3,1,1010,10125,1,0,1972,98042
7,1190,299500,3,1,1190,9600,1,0,1981,98045
7,1050,800000,2,1,1050,8750,1,0,1951,98004
7,1560,275000,3,2.5,1560,4244,2,0,2002,98038
7,1010,256400,3,1.5,1490,7800,1,480,1963,98003
6,770,310000,2,1,770,8149,1,0,1948,98155
6,620,385000,1,1,620,5100,1,0,1954,98144
7,1000,203000,3,1.5,1200,9120,1,200,1963,98055
7,1060,285000,4,2,2120,6865,1,1060,1954,98133
8,2330,473975,3,2.5,2330,3610,2,0,1999,98074
8,1400,320000,3,1.75,2000,9760,1,600,1978,98058
7,1450,599000,5,2.75,2820,4608,1,1370,1967,98117
7,1020,580000,3,2,2040,4800,1,1020,1925,98126
7,1700,269500,4,2.25,1700,7056,2,0,1999,98001
6,820,274000,2,1,820,6200,1,0,1954,98166
8,1315,347000,2,1.75,1315,2162,2,0,1974,98028
6,860,270000,3,1.75,1390,10905,1,530,1957,98106
8,1890,1.43E+06,3,2,1890,12017,1,0,1949,98004
7,1460,220000,3,1.75,1460,7226,1,0,1993,98198
8,1480,243000,3,1,1480,15416,1,0,1955,98022
7,1050,457500,3,1.75,1840,4030,1,790,1925,98108
7,940,340000,2,1.75,1880,7208,1,940,1951,98115
7,1610,657500,4,1.5,1910,5000,1.5,300,1912,98105
7,2220,332500,4,2.5,2220,4720,2,0,1998,98038
6,1410,340000,3,2,1410,10015,1,0,1993,98045
8,2330,350000,4,3,3380,16133,1,1050,1959,98118
7,1120,428000,4,2.5,1950,5602,1,830,1966,98118
8,2400,515055,4,2.5,2400,8320,2,0,1999,98045
8,1560,450000,3,1.75,1560,8968,1,0,1972,98008
6,1040,190000,3,1,1040,8910,1,0,1943,98168
8,2590,1.00E+06,4,2.75,3090,16538,3,500,1919,98116
7,1850,299000,3,2.5,1850,4600,2,0,2005,98058
7,1090,508000,2,1,1200,2500,2,110,1927,98112
8,2190,294000,4,2.25,2190,3746,2,0,2005,98038
7,1380,320000,2,1,1380,5820,1,0,1918,98117
9,3710,641000,5,2.75,3710,8674,2,0,1996,98056
8,1380,675000,3,2.5,2320,98445,1,940,1978,98072
7,1110,255000,3,1.5,1110,10296,1,0,1964,98042
7,1830,286651,3,2.5,1830,4997,2,0,2004,98001
8,1650,607500,4,2.5,2460,45738,1,810,1969,98075
7,1270,765000,3,1,1270,6500,1,0,1956,98033
8,1700,334950,4,1.75,1700,40973,1,0,1961,98031
7,1130,426000,3,1,1130,9147,1,0,1952,98033
7,1640,775000,3,1.75,1640,18730,1.5,0,1946,98004
6,1040,343000,2,1.5,1040,8526,1,0,1953,98155
8,2320,470101,4,2.5,2320,7800,2,0,1986,98028
7,1200,195000,3,1.5,1200,7800,1,0,1958,98002
7,1720,772500,4,1,1720,4410,1.5,0,1928,98117
8,1330,450000,3,1.5,2330,11740,1,1000,1954,98155
11,4410,1.44E+06,4,3.75,4410,9231,3,0,2001,98118
8,1650,525000,4,1.75,1650,8560,1,0,1970,98052
7,1370,280000,3,1.5,1370,11400,2,0,1980,98045
7,1420,270000,3,2.5,1770,8640,1,350,1986,98001
8,1410,406100,3,2.25,1410,1332,3,0,2005,98103
7,1710,332544,2,1.75,1710,4187,1,0,1987,98055
6,790,110000,2,1,790,8250,1,0,1947,98188
8,2120,685000,6,2.25,2770,5854,1.5,650,1921,98112
7,1260,461000,4,1,1260,8505,1.5,0,1951,98177
8,1300,615000,3,2.25,2300,8067,1,1000,1979,98034
7,870,550000,2,1,1070,3000,1,200,1926,98103
11,2430,1.06E+06,4,3.5,3850,8100,2,1420,1995,98033
8,2320,685000,3,2.5,2320,219978,2,0,1993,98053
8,2870,1.56E+06,5,2.5,2870,16238,2,0,1962,98039
7,1830,312000,4,2.5,1830,5175,2,0,2003,98038
8,1190,507500,3,1.75,1990,9594,1,800,1977,98052
7,1110,217000,3,1,1110,9827,1,0,1966,98198
7,1170,439000,3,2.25,1830,13477,1,660,1981,98034
8,2740,620000,6,3.5,3600,6875,2,860,2004,98065
10,3210,915000,4,2.5,3210,8532,2,0,1998,98007
7,1110,425000,4,2,1490,5300,1,380,1977,98144
7,870,435000,2,1,990,5643,1,120,1947,98115
7,1646,305000,3,2.25,1646,12414,2,0,1996,98038
6,720,276000,2,1,720,4000,1,0,1918,98106
8,2310,327500,3,2.25,2310,7200,2,0,1990,98031
9,2670,810000,3,2.5,2670,10481,2,0,2003,98033
10,2460,715000,3,3.25,3060,9055,2,600,1994,98052
7,1380,272000,3,1.5,1380,11760,1,0,1963,98055
6,700,266000,2,1,700,5559,1,0,1949,98155
7,1710,543000,3,1.5,1710,8364,2,0,1944,98136
8,1450,400000,3,2.5,1450,8064,1,0,1984,98074
7,1320,509500,5,2.25,2060,9000,1,740,1961,98007
8,1670,495000,3,3.5,2380,6250,2,710,1997,98118
7,2760,424950,4,2.5,2760,5564,2,0,2001,98056
7,940,230000,3,1,940,10875,1,0,1957,98056
7,1760,235000,4,1.5,1760,6150,1.5,0,1951,98031
6,1360,763000,3,2,1360,8752,1,0,1942,98033
7,2010,350000,3,1.75,2010,6150,2,0,1939,98178
8,1620,900000,3,1.5,2160,2260,2,540,1917,98119
6,930,250000,3,1,930,6060,1,0,1973,98118
7,720,225000,3,2.5,1020,2040,2,300,2004,98106
8,1360,255000,2,2,1360,5433,1,0,1974,98198
7,1220,161700,4,1.75,1720,7200,1,500,1974,98023
7,1190,336000,3,3,1790,13350,1,600,1988,98178
7,1150,410500,3,1,1150,6800,1,0,1954,98133
8,2710,502700,4,3.5,2710,14016,2,0,1968,98155
7,1390,505000,3,2.5,2400,9601,1,1010,1977,98034
7,1350,250000,3,1,1660,7650,1.5,310,1910,98118
7,1350,570000,3,1,1660,7650,1.5,310,1910,98118
8,2290,349900,4,2.5,2290,8796,2,0,1994,98198
10,2870,465000,3,2.5,2870,25663,2,0,1988,98003
10,3550,625000,4,3.25,4240,25639,2,690,1989,98023
7,1170,655000,3,1.75,1800,5102,1,630,1952,98199
8,1570,469000,4,1.75,2960,11347,1,1390,1946,98166
8,1300,355000,3,2.25,1980,7200,1,680,1964,98177
8,1730,596000,3,2.5,1730,2631,2,0,2001,98005
9,3020,790000,4,2.5,3020,36893,2,0,1986,98077
10,4470,885000,4,2.25,4470,86225,2,0,1991,98053
9,1910,1.03E+06,4,3.25,2830,4000,2,920,1912,98144
8,1060,710000,4,1.75,2120,5400,1,1060,1941,98199
8,2150,428040,3,2.5,2150,9266,2,0,1988,98028
8,1850,1.37E+06,5,2.25,3510,13843,1,1660,1959,98040
7,970,546000,2,1,970,3400,1,0,1924,98109
7,1360,540000,4,1,1360,5766,1.5,0,1951,98115
7,930,435000,3,2.5,1470,3000,1,540,1985,98115
8,1430,540000,4,2.25,3040,10283,1,1610,1984,98074
7,860,284000,2,1,860,7204,1,0,1918,98106
5,820,208000,2,1,820,5700,1,0,1942,98056
7,1130,315000,3,1.75,1900,7076,1,770,1977,98155
6,850,417500,2,1,1330,5510,1,480,1910,98117
7,1240,345000,3,1.75,1240,38095,1,0,1978,98053
8,1330,375000,3,2.5,1330,1064,3,0,2004,98117
7,1880,389800,3,1.75,1880,12821,1,0,1959,98155
8,1430,475000,3,1.75,1890,7560,1,460,1973,98034
8,2250,569000,4,2.25,2250,41688,2,0,1980,98053
10,3260,985000,5,4.25,4650,108464,2,1390,1999,98024
8,1830,532000,3,2.5,1830,8022,2,0,1987,98074
6,720,280000,2,1,720,5000,1,0,1951,98126
7,1050,435000,4,2,1960,50112,1,910,1963,98058
6,1220,223000,3,1,1220,71191,1,0,1952,98023
7,1200,390000,2,1,1800,119790,1,600,1947,98027
7,880,315000,3,1.75,1340,12800,1,460,1981,98058
7,1740,612000,3,3,1740,3700,1,0,1982,98122
7,870,591000,3,1.75,1680,2400,1,810,1922,98122
8,3220,800000,4,2.25,3220,8436,2,0,1968,98008
8,1610,225000,3,2,1610,8400,1,0,1990,98022
7,3160,589900,2,3,3160,66646,2,0,1993,98077
8,1520,565000,4,2.5,2520,13156,1,1000,1979,98052
7,1060,650000,3,1.5,2120,8448,1,1060,1940,98199
8,2090,499000,3,2.5,2090,8505,2,0,1951,98177
5,1330,280000,3,1,1330,20562,1.5,0,1959,98045
8,1210,649950,3,2.5,2420,7500,1,1210,1944,98117
7,1510,420000,3,1.75,1510,6360,1,0,1954,98133
7,2120,319990,4,2.5,2120,5293,2,0,2003,98031
7,1850,265000,3,2,1850,16535,1,0,1992,98014
7,1220,482000,3,1.75,2300,16474,1,1080,1984,98072
8,1490,452000,3,2.25,2600,14810,1,1110,1956,98166
12,4280,1.49E+06,4,4.25,5180,13077,2,900,1998,98006
7,1810,375000,2,1,1810,8527,1.5,0,1943,98133
7,1490,588000,5,3,2190,4900,2,700,1940,98117
9,2500,635000,4,2.5,2500,10215,2,0,1998,98075
8,1890,280500,4,2.5,1890,6962,2,0,1997,98092
6,1430,210500,2,1.75,2040,8600,1,610,1985,98003
7,1310,196500,3,2,1310,7000,1,0,1979,98023
9,2850,1.40E+06,5,3.5,4010,8510,2,1160,1971,98105
7,1210,475000,3,1.75,1780,8033,1,570,1977,98034
8,1980,550000,3,2.5,1980,9061,2,0,1987,98074
11,3690,1.58E+06,3,3.25,3690,7200,2,0,2007,98033
7,1200,240000,3,1.75,1540,6687,1,340,1991,98022
6,1130,272000,3,1,1130,8100,1.5,0,1934,98168
8,1870,408506,3,2.75,2480,209199,1.5,610,2000,98010
9,2580,640000,3,2.5,2580,7500,2,0,1991,98116
8,2010,316000,4,2.5,2010,7226,2,0,1995,98092
7,1720,299000,4,2,2320,12000,1,600,1943,98108
7,1180,447500,2,2.25,1180,2090,2,0,2004,98122
9,3180,736500,4,2.5,3180,21904,2,0,2000,98059
8,2970,665000,4,2,2970,52567,2,0,1924,98072
8,1590,707000,5,2.5,3050,13212,1,1460,1975,98006
7,1630,215000,4,1.75,1630,8000,1,0,1959,98031
7,1620,275000,3,2.25,1620,6415,2,0,1989,98038
8,2170,648000,4,2.25,2170,8240,2,0,1983,98006
8,2150,415000,4,2.5,2150,8173,2,0,1987,98059
